tsne_1,tsne_2
-25.998875,-8.033432
0.831505,39.72425
-0.29142702,8.241159
-40.521122,-10.885319
54.66878,17.278427
-23.649927,-19.353325
59.519123,-19.127386
15.986763,13.278311
-41.763573,0.25404152
-40.41055,12.839607
62.782055,-6.4919114
-12.323644,-2.3965478
-38.73575,-11.251315
-65.66255,-12.140033
-46.27248,-23.030018
-29.172361,-6.313589
-5.6627097,-5.9456587
4.7290597,-7.3178644
2.73214,-6.803684
76.65774,25.116686
16.057606,8.624804
59.615063,23.082998
-35.505875,-10.915029
-39.230103,-6.567267
-58.64903,-2.518568
-52.18383,8.286788
33.134903,-14.035848
23.591246,12.435255
-59.60765,-11.322534
-20.02557,-0.25276497
-37.1976,15.385256
-50.926586,16.392084
-37.928905,8.688087
49.674873,-12.250953
43.25236,-22.640057
-44.29398,-25.35789
-49.189465,7.5519447
-25.353714,3.7465339
-32.19738,15.939706
-39.0951,-2.5429857
40.89909,-15.296794
-56.52905,5.49345
42.70997,-20.958256
-9.501989,-23.581911
-37.353043,-11.058974
58.28288,-0.0177107
-18.869465,-23.165384
-37.045338,15.585752
-51.413734,11.704327
63.672356,-3.5192823
-10.789065,-26.965502
65.65854,30.961332
-20.822664,-24.057264
54.665565,-19.992924
-58.554234,8.824262
-37.024815,-16.13835
-53.809746,-1.4803945
-52.99873,1.6413418
-67.08122,8.567054
-12.075618,-13.582881
-37.479267,-16.615295
-1.684817,6.6886888
-53.904263,7.447812
-1.9417549,28.6094
